,USDT_value,USDC_value,timestamp
1015,95688753.39276,467711881.3583,2023-03-01 00:00:00
1016,95484259.6303,397629016.05592,2023-03-02 00:00:00
1017,145196983.24806,407576781.4392,2023-03-03 00:00:00
1018,127869609.74446,385879103.12384,2023-03-04 00:00:00
1019,144368836.0841,510665842.38165,2023-03-05 00:00:00
1020,145621272.96287,523586192.97832,2023-03-06 00:00:00
1021,142432571.82490999,493102108.6204901,2023-03-07 00:00:00
1022,143608320.03345,506146950.53815,2023-03-08 00:00:00
1023,148551229.4632,576367605.00583,2023-03-09 00:00:00
1024,187361547.36756998,658040104.93297,2023-03-10 00:00:00
1025,183672572.06204,421818126.9795,2023-03-11 00:00:00
1026,19417589.706439998,624758357.02425,2023-03-12 00:00:00
1027,34579177.524450004,559749820.52015,2023-03-13 00:00:00
1028,116660082.78926,434354637.43206996,2023-03-14 00:00:00
1029,124542793.58950001,466559211.15304005,2023-03-15 00:00:00
1030,125736023.22367999,482328748.4748799,2023-03-16 00:00:00
1031,137618840.95295,428102283.97756004,2023-03-17 00:00:00
1032,268651617.66643,479428411.96597004,2023-03-18 00:00:00
1033,301852494.33085996,464668012.86170006,2023-03-19 00:00:00
1034,211771629.0675,545040883.69448,2023-03-20 00:00:00
1035,213259357.48528,471968854.41620004,2023-03-21 00:00:00
1036,216121936.82754,492803000.9221,2023-03-22 00:00:00
1037,163320544.13050997,501298379.63319,2023-03-23 00:00:00
1038,163921820.85941997,496057948.31435,2023-03-24 00:00:00
1039,272404199.06716,374776248.41221,2023-03-25 00:00:00
1040,295040181.27137,428347789.99957997,2023-03-26 00:00:00
1041,267181997.23231,441949463.09119,2023-03-27 00:00:00
1042,311089937.50003004,367515765.19047,2023-03-28 00:00:00
1043,332089692.94043,393070950.59978,2023-03-29 00:00:00
1044,255585010.6436,364867862.81942,2023-03-30 00:00:00
1045,239987588.08418,357224465.97124994,2023-03-31 00:00:00
1046,231259080.47496,356632476.08201,2023-04-01 00:00:00
1047,274784855.09888995,326555973.64568996,2023-04-02 00:00:00
1048,226111578.31313,325879914.52314,2023-04-03 00:00:00
1049,278485308.21349,325197788.88378996,2023-04-04 00:00:00
1050,284750214.65822,329328916.06188,2023-04-05 00:00:00
1051,268882082.23121,343515337.48469,2023-04-06 00:00:00
1052,255243700.10585004,337943664.40743,2023-04-07 00:00:00
1053,254032519.05471998,335955350.79088,2023-04-08 00:00:00
1054,243235173.2151,326748797.91885996,2023-04-09 00:00:00
1055,218413926.59554,327612077.96556,2023-04-10 00:00:00
1056,226023520.27767,384916805.1577,2023-04-11 00:00:00
1057,220715417.74896,372210329.98139,2023-04-12 00:00:00
1058,206477347.47728,320540661.09298,2023-04-13 00:00:00
1059,181727926.8572,271415673.91568,2023-04-14 00:00:00
1060,180115456.90601,287505466.94768,2023-04-15 00:00:00
1061,187427478.98742,315169638.05087,2023-04-16 00:00:00
1062,197206686.21355,306300267.71961,2023-04-17 00:00:00
1063,189522596.89318,320717786.88535,2023-04-18 00:00:00
1064,188474912.84611002,285065156.52788997,2023-04-19 00:00:00
1065,186756340.60614,236154922.50636,2023-04-20 00:00:00
1066,182460866.78316,200839175.72048998,2023-04-21 00:00:00
1067,191271643.20209,202153356.48000002,2023-04-22 00:00:00
1068,188642103.74922,188237784.72086,2023-04-23 00:00:00
1069,171125193.66775,187959137.38509,2023-04-24 00:00:00
1070,199688561.22094,187158451.21438,2023-04-25 00:00:00
1071,186868179.97495002,192250368.52556,2023-04-26 00:00:00
1072,175641459.3833,199551761.27139,2023-04-27 00:00:00
1073,176482503.8143,206815965.65783,2023-04-28 00:00:00
1074,185972249.74580002,177254566.39055997,2023-04-29 00:00:00
1075,180631245.55844,187779129.88218,2023-04-30 00:00:00
1076,135719005.38398,190169615.75678998,2023-05-01 00:00:00
1077,182432791.20693,165068092.29321,2023-05-02 00:00:00
1078,183963712.0864,167112057.74606,2023-05-03 00:00:00
1079,173643306.02412,169913376.04219,2023-05-04 00:00:00
1080,168295572.39215,170841666.56844997,2023-05-05 00:00:00
1081,159431124.88986,254041249.7686,2023-05-06 00:00:00
1082,149994253.77863,256042596.73051,2023-05-07 00:00:00
1083,130474457.48642999,256479849.39896998,2023-05-08 00:00:00
1084,177708435.48501998,162776337.36830997,2023-05-09 00:00:00
1085,184447371.77306,191131037.06070998,2023-05-10 00:00:00
1086,183028450.42189,186036786.24201,2023-05-11 00:00:00
1087,183670409.3202,189004575.65972,2023-05-12 00:00:00
1088,166678911.17243,209804531.08194,2023-05-13 00:00:00
1089,170904284.35454002,212198706.21871,2023-05-14 00:00:00
1090,168537031.18344,211889730.31954,2023-05-15 00:00:00
1091,170170922.64325,210893590.50309,2023-05-16 00:00:00
1092,173583054.7386,217664624.99908,2023-05-17 00:00:00
1093,175771001.42872,219993260.74137,2023-05-18 00:00:00
1094,179849190.43965,194480744.55557,2023-05-19 00:00:00
1095,194912798.81726998,203991843.17508,2023-05-20 00:00:00
1096,199307400.43085998,206972484.5362,2023-05-21 00:00:00
1097,191429526.02361998,237170378.08815998,2023-05-22 00:00:00
1098,199771765.84852,232771099.31014,2023-05-23 00:00:00
1099,200121968.81495,224609687.35094,2023-05-24 00:00:00
1100,196628093.35333997,227924613.73708004,2023-05-25 00:00:00
1101,189144739.82796997,209488652.91986,2023-05-26 00:00:00
1102,169425625.26508,212008218.12987,2023-05-27 00:00:00
1103,166757162.03345,221064326.12309003,2023-05-28 00:00:00
1104,159043558.33903,213082985.68592,2023-05-29 00:00:00
1105,158377711.32548,220382887.01468,2023-05-30 00:00:00
1106,188344064.93384,220166509.17898,2023-05-31 00:00:00
1107,196951881.76393002,208484624.80734998,2023-06-01 00:00:00
1108,195074445.94239,226576524.74915,2023-06-02 00:00:00
1109,199728931.53085,211791699.3745,2023-06-03 00:00:00
1110,201319440.68036,216600285.71543998,2023-06-04 00:00:00
1111,203287549.80031002,217250476.61954,2023-06-05 00:00:00
1112,225872184.24495,215820858.66276997,2023-06-06 00:00:00
1113,164309804.45926,229408873.10316,2023-06-07 00:00:00
1114,175190509.45859,213847237.56408,2023-06-08 00:00:00
1115,185084107.32794002,210804627.98976,2023-06-09 00:00:00
1116,196545732.67954,230664100.11055,2023-06-10 00:00:00
1117,206166284.65609002,251204018.20631,2023-06-11 00:00:00
1118,182130346.67872,255289150.06645995,2023-06-12 00:00:00
1119,205159905.51896,262809545.13621998,2023-06-13 00:00:00
1120,200298853.11137998,245051511.19053,2023-06-14 00:00:00
1121,247294913.62258,240936024.01704,2023-06-15 00:00:00
1122,245410462.87122,161953764.82231998,2023-06-16 00:00:00
1123,227574887.89651,123101883.87515001,2023-06-17 00:00:00
1124,220916479.64993,147574188.31673998,2023-06-18 00:00:00
1125,237319695.88782,168057224.07015997,2023-06-19 00:00:00
1126,238536600.153,172888459.15047997,2023-06-20 00:00:00
1127,226279441.52946,181615491.25063998,2023-06-21 00:00:00
1128,196890033.94074002,166498667.82682002,2023-06-22 00:00:00
1129,177672967.27929997,149870558.86539,2023-06-23 00:00:00
1130,163786898.05322,139064996.82081,2023-06-24 00:00:00
1131,152973795.09403,151798305.58024997,2023-06-25 00:00:00
1132,150010450.4652,150366170.37726,2023-06-26 00:00:00
1133,157562428.75612,160807100.31818,2023-06-27 00:00:00
1134,180823441.67859,168327126.12605,2023-06-28 00:00:00
1135,177833506.26402,177689031.95365,2023-06-29 00:00:00
1136,199714118.82922,198512662.28862,2023-06-30 00:00:00
1137,207036706.70995,196273090.5811,2023-07-01 00:00:00
1138,197633243.89481997,186385250.31678998,2023-07-02 00:00:00
1139,196770210.87554002,186786105.28859997,2023-07-03 00:00:00
1140,192388502.59663,172423234.02104,2023-07-04 00:00:00
1141,184162530.06452,166313923.15884998,2023-07-05 00:00:00
1142,200341237.20540002,177734956.28255,2023-07-06 00:00:00
1143,185401726.2892,181646185.46664998,2023-07-07 00:00:00
1144,189256615.30589002,176646310.19511998,2023-07-08 00:00:00
1145,190492127.74087,178953755.75746998,2023-07-09 00:00:00
1146,191604922.37924,190602604.52559,2023-07-10 00:00:00
1147,179266370.34238,185418177.26305,2023-07-11 00:00:00
1148,178108111.52194,176527138.60289,2023-07-12 00:00:00
1149,172292681.8097,192820688.95554,2023-07-13 00:00:00
1150,163765818.72386003,157369173.08831,2023-07-14 00:00:00
1151,188643175.19849,139363375.51444998,2023-07-15 00:00:00
1152,183925869.37943,149591280.83243,2023-07-16 00:00:00
1153,174712062.19271,146050858.65794998,2023-07-17 00:00:00
1154,179674299.48275,131117886.00887,2023-07-18 00:00:00
1155,176600280.40907001,130645932.54388,2023-07-19 00:00:00
1156,177411206.26464,122897979.02793999,2023-07-20 00:00:00
1157,167021375.00958002,135334213.71857,2023-07-21 00:00:00
1158,170611275.11211,158049188.90960997,2023-07-22 00:00:00
1159,176901820.74707,157188367.353,2023-07-23 00:00:00
1160,184476460.76398,172315153.08098,2023-07-24 00:00:00
1161,193848158.2058,169234437.04031998,2023-07-25 00:00:00
1162,201736804.65881002,167092318.80092,2023-07-26 00:00:00
1163,204956061.13051,162891605.10674998,2023-07-27 00:00:00
1164,200696601.13816,168319618.10507998,2023-07-28 00:00:00
1165,201533742.65189,159359270.21093,2023-07-29 00:00:00
1166,196667742.35748,158312741.79574,2023-07-30 00:00:00
1167,123092595.75571999,67499456.02359001,2023-07-31 00:00:00
1168,152583706.21277,71255214.85489,2023-08-01 00:00:00
1169,134264958.19972,72514664.15436001,2023-08-02 00:00:00
1170,118030733.13907999,78372295.49526,2023-08-03 00:00:00
1171,114410841.46511,83669027.50303002,2023-08-04 00:00:00
1172,112053241.99245,82379872.53711002,2023-08-05 00:00:00
1173,137224341.15640998,88127065.42002,2023-08-06 00:00:00
1174,159575819.71350998,85986315.9863,2023-08-07 00:00:00
1175,155551011.48061,85590756.41723,2023-08-08 00:00:00
1176,140211806.5662,96896282.0209,2023-08-09 00:00:00
1177,131792891.63106999,84951186.21358,2023-08-10 00:00:00
1178,137174600.94915,82793325.30093001,2023-08-11 00:00:00
1179,126145662.53344,81408810.69651,2023-08-12 00:00:00
1180,142224726.53936,96213551.96359001,2023-08-13 00:00:00
1181,151468090.05679,93790322.31974001,2023-08-14 00:00:00
1182,172915451.76477998,81294143.57214001,2023-08-15 00:00:00
1183,142705222.49311,82475060.65085,2023-08-16 00:00:00
1184,140701816.36323,103160475.58466001,2023-08-17 00:00:00
1185,141758559.26236,122509128.80429001,2023-08-18 00:00:00
1186,145626168.25168002,114060199.13625,2023-08-19 00:00:00
1187,136286539.8958,112290078.90843,2023-08-20 00:00:00
1188,148141247.16812,99444101.72073002,2023-08-21 00:00:00
1189,146607404.93182,111612674.92431001,2023-08-22 00:00:00
1190,135214752.862,129560641.46973,2023-08-23 00:00:00
1191,132640995.38894999,127307555.26387,2023-08-24 00:00:00
1192,131729432.12278,133194965.58850001,2023-08-25 00:00:00
1193,141631053.90947,118775071.46803,2023-08-26 00:00:00
1194,138666359.0057,112505633.15957001,2023-08-27 00:00:00
1195,133354211.73721,111962369.84998001,2023-08-28 00:00:00
1196,125098784.39637999,101905821.1278,2023-08-29 00:00:00
1197,118987670.00193,93717001.89213,2023-08-30 00:00:00
1198,123670184.26754999,92585616.2395,2023-08-31 00:00:00
1199,130180038.80078,96512862.08279,2023-09-01 00:00:00
1200,136531576.92969,100738728.6781,2023-09-02 00:00:00
1201,145261714.89957,94530574.48171,2023-09-03 00:00:00
1202,138165479.69352,93940385.73004,2023-09-04 00:00:00
1203,130139354.58273,93835848.52726002,2023-09-05 00:00:00
1204,131516921.05598,100789820.12705,2023-09-06 00:00:00
1205,135224753.24929,101662903.26577,2023-09-07 00:00:00
1206,138748594.65217,108349737.87976001,2023-09-08 00:00:00
1207,137846379.35248,104833009.15916,2023-09-09 00:00:00
1208,134524765.8712,112145108.35584001,2023-09-10 00:00:00
1209,133292811.34741,111313988.74819,2023-09-11 00:00:00
1210,129163925.73365998,108072207.51663001,2023-09-12 00:00:00
1211,126570258.47255,101750395.70373,2023-09-13 00:00:00
1212,136312823.12532,96175110.28828001,2023-09-14 00:00:00
1213,132600564.66239,98376147.30988,2023-09-15 00:00:00
1214,132098215.63600999,91340527.11862001,2023-09-16 00:00:00
1215,125624843.1038,95605764.52089001,2023-09-17 00:00:00
1216,121519322.80537999,95335419.64783001,2023-09-18 00:00:00
1217,123467110.32696,93354283.68878001,2023-09-19 00:00:00
1218,126606929.30912,97995394.03184001,2023-09-20 00:00:00
1219,124805103.10203001,103054009.48906,2023-09-21 00:00:00
1220,128390652.68118998,105282251.97275001,2023-09-22 00:00:00
1221,132315063.64016001,99069434.96688001,2023-09-23 00:00:00
1222,130021069.66257,95220988.97066,2023-09-24 00:00:00
1223,130558949.95348999,93109693.29085,2023-09-25 00:00:00
1224,183840534.17446,94404192.95743,2023-09-26 00:00:00
1225,181490005.72291,92721039.11068,2023-09-27 00:00:00
1226,176948656.71635002,91323808.66347001,2023-09-28 00:00:00
1227,150632310.18925,91244187.84615,2023-09-29 00:00:00
1228,141798769.59214002,87595036.30666001,2023-09-30 00:00:00
1229,110357552.42122,89424581.3663,2023-10-01 00:00:00
1230,123962100.59492001,94110945.70066,2023-10-02 00:00:00
1231,119018157.83261001,91528259.42732002,2023-10-03 00:00:00
1232,123253124.59689,103593534.41321,2023-10-04 00:00:00
1233,120308065.72832,93132577.04376,2023-10-05 00:00:00
1234,120816208.57017,89773493.63502,2023-10-06 00:00:00
1235,120457965.14258,92467341.88331,2023-10-07 00:00:00
1236,120470349.01291001,92101383.55379,2023-10-08 00:00:00
1237,124682803.67883,95081808.18472001,2023-10-09 00:00:00
1238,117648814.86045,93683706.15841,2023-10-10 00:00:00
1239,132866671.07625,89541711.43421,2023-10-11 00:00:00
1240,117724446.34541,93566984.31654002,2023-10-12 00:00:00
1241,124260433.63063,86947162.13446002,2023-10-13 00:00:00
1242,122892420.9471,95984290.33486001,2023-10-14 00:00:00
1243,119221318.76831001,94007994.84909001,2023-10-15 00:00:00
1244,120784968.0086,93783496.20406,2023-10-16 00:00:00
1245,98613510.63801,91700369.32275002,2023-10-17 00:00:00
1246,110924322.45476,96949129.58332,2023-10-18 00:00:00
1247,112135258.10601,86779605.29443,2023-10-19 00:00:00
1248,110209852.27002001,80073998.65605001,2023-10-20 00:00:00
1249,110260466.17730999,77426069.12327,2023-10-21 00:00:00
1250,115566577.12256,93501386.98205002,2023-10-22 00:00:00
1251,121058871.02421,86952083.97025,2023-10-23 00:00:00
1252,106886203.33822,75834390.41123001,2023-10-24 00:00:00
1253,119251895.71829,68857738.70889,2023-10-25 00:00:00
1254,114664374.21437,79562562.0495,2023-10-26 00:00:00
1255,121202112.53891,68675260.03546001,2023-10-27 00:00:00
1256,111261881.7022,73207500.11463,2023-10-28 00:00:00
1257,118454503.80754,73715365.01041,2023-10-29 00:00:00
1258,120006000.96248,72263254.46257001,2023-10-30 00:00:00
1259,118509344.28432,83779248.15484,2023-10-31 00:00:00
1260,119235724.10211,83594156.4253,2023-11-01 00:00:00
1261,115363940.47656,71566135.51178001,2023-11-02 00:00:00
1262,117363067.55626,71765444.04259999,2023-11-03 00:00:00
1263,117142140.31705001,71113504.87942,2023-11-04 00:00:00
1264,114977532.85569,72052076.64259,2023-11-05 00:00:00
1265,112192669.35487,70084337.83715001,2023-11-06 00:00:00
1266,117215516.24351999,82453543.99054001,2023-11-07 00:00:00
1267,116620968.52906,74150004.72767,2023-11-08 00:00:00
1268,117495272.73658,74076243.62796001,2023-11-09 00:00:00
1269,113688087.43863,73894138.16430001,2023-11-10 00:00:00
1270,120437809.4021,83044601.56837,2023-11-11 00:00:00
1271,118728648.66764,75132933.82309,2023-11-12 00:00:00
1272,113767113.57000001,85318010.07907,2023-11-13 00:00:00
1273,112945392.46812001,67254200.02309,2023-11-14 00:00:00
1274,113671294.5949,65110697.431719996,2023-11-15 00:00:00
1275,118341703.45052001,70767450.34255001,2023-11-16 00:00:00
1276,118750307.05274001,70743455.11993001,2023-11-17 00:00:00
1277,118971820.71204999,73314992.90742,2023-11-18 00:00:00
1278,123404495.98565999,78930263.69862,2023-11-19 00:00:00
1279,120955647.12895,73654573.79308,2023-11-20 00:00:00
1280,112729029.78289999,76631448.80359,2023-11-21 00:00:00
1281,128010250.67992,79954167.53324,2023-11-22 00:00:00
1282,134024425.07190001,73337193.49370001,2023-11-23 00:00:00
1283,122992109.44773999,76793700.80010001,2023-11-24 00:00:00
1284,151493141.85683998,79922464.8724,2023-11-25 00:00:00
1285,131058973.59685999,77759525.23526001,2023-11-26 00:00:00
1286,120028705.52149001,78790567.55757001,2023-11-27 00:00:00
1287,115895142.26791,74186589.28819,2023-11-28 00:00:00
1288,111375306.94016,79941314.23289001,2023-11-29 00:00:00
1289,107591457.13992,81215124.58282,2023-11-30 00:00:00
1290,93083062.80419001,81287398.62012,2023-12-01 00:00:00
1291,75555507.93654001,71319786.42840001,2023-12-02 00:00:00
1292,102296885.60982999,76072842.48921,2023-12-03 00:00:00
1293,88220489.47351,74910628.99181001,2023-12-04 00:00:00
1294,86218033.89050001,83814709.73906,2023-12-05 00:00:00
1295,86807363.62593001,80680870.23293,2023-12-06 00:00:00
1296,90398825.02347,79234911.31808001,2023-12-07 00:00:00
1297,86098084.80721,73332226.49970001,2023-12-08 00:00:00
1298,79761454.42776,74864711.678,2023-12-09 00:00:00
1299,123155533.64168,79887558.29887001,2023-12-10 00:00:00
1300,104383265.47224,81956436.82827,2023-12-11 00:00:00
1301,87163926.62291,56784085.607640006,2023-12-12 00:00:00
1302,95977179.8982,72604952.2698,2023-12-13 00:00:00
1303,74368300.10187,72689859.63128,2023-12-14 00:00:00
1304,85265184.38394001,75903301.57243,2023-12-15 00:00:00
1305,89768788.81993,74428920.88816,2023-12-16 00:00:00
1306,94322880.16705,75932167.61633001,2023-12-17 00:00:00
1307,96572739.9957,91141320.01879,2023-12-18 00:00:00
1308,115876613.42513001,68637348.07619001,2023-12-19 00:00:00
1309,94246574.34514001,82377540.67516,2023-12-20 00:00:00
1310,98447408.89021,89880510.64137001,2023-12-21 00:00:00
1311,80797954.14958,87102871.14400001,2023-12-22 00:00:00
1312,85680213.05699,88421928.7222,2023-12-23 00:00:00
1313,85852171.61654,85905031.00107001,2023-12-24 00:00:00
1314,89139639.12866,86246037.1373,2023-12-25 00:00:00
1315,89136945.52902,82712565.7439,2023-12-26 00:00:00
1316,88621143.52682,97518243.91244,2023-12-27 00:00:00
1317,70863099.82156,81714067.39194001,2023-12-28 00:00:00
1318,81159304.58865,86613682.69212,2023-12-29 00:00:00
1319,84498475.96735,85412525.44693,2023-12-30 00:00:00
1320,87999257.44132,88670926.33108,2023-12-31 00:00:00
1321,88597460.78305,87992635.29565,2024-01-01 00:00:00
1322,82720944.54494,85969168.42372002,2024-01-02 00:00:00
1323,85244710.66487,92872374.49251,2024-01-03 00:00:00
1324,89961909.42315,92843169.2343,2024-01-04 00:00:00
1325,91251147.70789,93620322.36495002,2024-01-05 00:00:00
1326,108201660.94418,95482980.35445,2024-01-06 00:00:00
1327,110041305.68317999,93375051.20861001,2024-01-07 00:00:00
1328,90989887.96256,92961054.9227,2024-01-08 00:00:00
1329,92646903.95734999,97924149.14475001,2024-01-09 00:00:00
1330,103527108.78712,92743302.34901,2024-01-10 00:00:00
1331,92618189.04514,83829960.95690002,2024-01-11 00:00:00
1332,99032051.75854,95693674.72253,2024-01-12 00:00:00
1333,116330358.65887,91147796.08709,2024-01-13 00:00:00
1334,109664892.0648,103064595.1355,2024-01-14 00:00:00
1335,109932926.43693998,93341438.32583,2024-01-15 00:00:00
1336,99187223.4528,88688081.21854001,2024-01-16 00:00:00
1337,102567529.42956,105060558.61712001,2024-01-17 00:00:00
1338,108726384.62671,100861451.67442,2024-01-18 00:00:00
1339,122211758.60768,87193599.17424001,2024-01-19 00:00:00
1340,119156560.72278,101443875.85756,2024-01-20 00:00:00
1341,122844842.02134001,107652231.2625,2024-01-21 00:00:00
1342,98921122.49992,108443982.12745,2024-01-22 00:00:00
1343,143901157.28243,139819903.80580997,2024-01-23 00:00:00
1344,118430701.29888001,109583337.92657001,2024-01-23 12:00:33
