,datetime,usdt_mcap,usdc_mcap,busd_mcap
365,2022-12-26,66260084337.19826,44372269006.612144,17399388243.487694
366,2022-12-27,66289979631.46615,44513812934.27788,17324797366.66614
367,2022-12-28,66241360621.11682,44178052972.40207,17178897031.350542
368,2022-12-29,66232030177.68255,44400302705.74302,17030497794.784866
369,2022-12-30,66255815696.12944,44406969867.92012,16883649115.849846
370,2022-12-31,66279043570.31453,44523297779.09351,16722622374.546856
371,2023-01-01,66226451754.38176,44528657221.25403,16574885332.00022
372,2023-01-02,66301858477.74817,44601803873.66535,16575751459.373606
373,2023-01-03,66223251669.25232,44694019195.94614,16417193949.192665
374,2023-01-04,66274058933.38085,44202124101.04543,16567960722.663107
375,2023-01-05,66245545660.29001,44135425876.20872,16553838036.063446
376,2023-01-06,66278648652.01702,43763429710.4896,16787259708.234497
377,2023-01-07,66263334312.75015,43712866667.88639,16393926355.029032
378,2023-01-08,66272451611.88523,43815414263.92143,16432979674.990894
379,2023-01-09,66295359783.54114,43973957034.79293,16308172539.08088
380,2023-01-10,66315047027.9915,44012648245.02809,16325313264.081116
381,2023-01-11,66307828854.78396,43685112246.50622,16288817813.446613
382,2023-01-12,65470424457.41479,43929682405.56178,16704871661.045982
383,2023-01-13,66278004907.72334,43933186019.80946,16188034628.960453
384,2023-01-14,66317495370.291145,43462592152.31972,16366894105.750023
385,2023-01-15,66305842236.8753,43678264953.162285,16425085197.84127
386,2023-01-16,66370266581.06579,43833013504.28466,16342186309.359894
387,2023-01-17,66315382010.56667,43830805552.6618,16236098096.995502
388,2023-01-18,66472290219.18532,43541671600.105484,15871914942.909702
389,2023-01-19,66549279927.0732,43107768362.55009,16127270710.530632
390,2023-01-20,66542669715.76394,43107246611.013084,16380798736.160044
391,2023-01-21,66542663619.61765,43209684232.936554,16347566277.79455
392,2023-01-22,66376505551.62937,43327364623.63976,16227361912.570692
393,2023-01-23,66739726193.22115,43513037553.59286,16111502732.620459
394,2023-01-24,66692161993.527954,43430853637.82664,15831012235.203558
395,2023-01-25,66885882203.16084,43719411091.15443,15486299423.408205
396,2023-01-26,67139928234.07279,43545593015.82271,15666338077.822943
397,2023-01-27,67240886056.865845,43326277770.16066,15742671819.637869
398,2023-01-28,67373574300.06389,43080116274.414444,15637323936.13492
399,2023-01-29,67569736303.8954,43167479981.93234,15796198864.450054
400,2023-01-30,67687123254.52642,43113082734.74294,15703172899.208189
401,2023-01-31,67779797060.88225,42731330918.92384,15743624650.87929
402,2023-02-01,67834965073.44664,42443689338.95115,16099593808.782776
403,2023-02-02,67846146300.35402,42339805493.066895,16094230487.731546
404,2023-02-03,67892950614.04458,42540250173.261154,16117814889.273138
405,2023-02-04,68042153687.37086,41979649585.07855,16279637825.543573
406,2023-02-05,67944713474.216835,42029296086.85138,16246482563.19855
407,2023-02-06,68114172206.9055,42057121144.45521,16284522117.3702
408,2023-02-07,68043274844.16859,41800705575.0068,16178257105.617353
409,2023-02-08,68265208037.89304,41821971552.94293,16192408876.956404
410,2023-02-09,68160499147.645515,41489736570.11558,16178063339.745068
411,2023-02-10,68193338996.94423,41454455609.653206,16174744589.211452
412,2023-02-11,68366557129.943596,41396045451.60778,16195656203.793404
413,2023-02-12,68457150720.6405,41347003133.53041,16143284605.88335
414,2023-02-13,68490999406.460625,41249501484.64483,16159872190.22252
415,2023-02-14,68427597807.13527,40964205745.2335,15870342964.644787
416,2023-02-15,69541171926.41,41098392955.17223,15474072618.023188
417,2023-02-16,69502620730.9046,41418075054.732704,14340528389.023134
418,2023-02-17,69826536196.88829,41759492748.79478,13701856486.853468
419,2023-02-18,70292722478.4183,41850455705.750694,13334994535.290722
420,2023-02-19,70285569098.16228,41847466367.11916,13234514379.271683
421,2023-02-20,70451072573.33218,41915446075.34752,13243377365.824215
422,2023-02-21,70418439340.4688,41929600474.20257,12795920670.335804
423,2023-02-22,70456590555.39325,42150096803.11692,12440265192.534834
424,2023-02-23,70766136200.36801,42107605596.74351,12020024696.219473
425,2023-02-24,70680138527.9615,42172684956.12151,11636109967.003887
426,2023-02-25,70811129790.09048,42586940042.879395,11131677782.90627
427,2023-02-26,70832978696.81664,42566004100.0753,11132305464.997768
428,2023-02-27,70797067115.66945,42635599773.84527,10967273500.328197
429,2023-02-28,70918517287.47423,42555162070.89731,10634273444.50098
430,2023-03-01,70926090372.52197,42367057301.931015,10506177016.485857
431,2023-03-02,71094389016.40314,42579603933.90012,10165531402.54628
432,2023-03-03,71089143266.10973,43133653728.140274,9679015810.972504
433,2023-03-04,71194848065.08534,43575363881.79522,9173463709.834898
434,2023-03-05,71520391290.3789,43887802725.62589,8926287784.666025
435,2023-03-06,71463081677.24242,44026193397.66071,8694580147.997112
436,2023-03-07,71606102630.76941,43738748396.32565,8440889138.254094
437,2023-03-08,71688065511.9664,43561666187.49304,8409476997.833857
438,2023-03-09,71860457290.5982,43511821607.00653,8410633197.878937
439,2023-03-10,71814779749.86282,43439310148.65,8402934266.702769
440,2023-03-11,72084236470.97087,42196527257.47786,8373425670.99933
441,2023-03-12,72265947202.17673,39414641347.04333,8361756225.878888
442,2023-03-13,72386888341.06775,40295919420.53058,8412113578.077348
443,2023-03-14,73224130980.1188,39514923547.57139,8392927173.921342
444,2023-03-15,73662783701.2793,38426485689.00091,8380705786.563527
445,2023-03-16,74750701091.58803,37638741570.89347,8344354915.616871
446,2023-03-17,74845805871.10883,37066939414.150566,8291164448.972728
447,2023-03-18,76181018246.9454,36353374994.115456,8247036284.280042
448,2023-03-19,76220833431.4474,36372068012.45974,8262212039.828015
449,2023-03-20,76784764102.20827,36290783741.90638,8237070374.521101
450,2023-03-21,76852694601.8154,35577520978.39277,8176817006.448354
451,2023-03-22,77348485075.2475,35385737113.147125,8159193352.223584
452,2023-03-23,77988820276.12372,34883051890.35148,8092720218.707384
453,2023-03-24,78372882681.58614,34528718222.19765,8087890927.235151
454,2023-03-25,79581658858.01941,34100217344.013863,8070909712.115153
455,2023-03-26,79623139461.57642,34136834050.57306,8079469371.5868845
456,2023-03-27,79174842323.5603,33902194382.342876,8026490491.449023
457,2023-03-28,79555652816.88434,33473919599.091217,7832726812.5323305
458,2023-03-29,79597410585.38544,33357305472.157772,7722141367.673037
459,2023-03-30,79636370260.18375,33299622911.425476,7670277639.33179
460,2023-03-31,79708195096.12521,32875147350.129715,7618861909.443181
461,2023-04-01,79808588133.30806,32545003021.415047,7561675921.397994
462,2023-04-02,79772056639.103,32545586598.082073,7555925683.456747
463,2023-04-03,79792660516.37926,32564611321.309547,7563708102.011988
464,2023-04-04,79874799190.06126,32678368169.69976,7428030828.920106
465,2023-04-05,80081067435.1964,32706455680.732838,7297497160.640921
466,2023-04-06,80140266879.62009,32640958002.783737,7162940062.862309
467,2023-04-07,80188675274.39629,32758616583.242805,7073969356.586185
468,2023-04-08,80268298419.65393,32617421143.536526,7071416875.03081
469,2023-04-09,80306857722.22342,32622414240.880203,7072080441.645151
470,2023-04-10,80310814337.5286,32618005274.64544,7073891636.396832
471,2023-04-11,80390805147.35063,32369910064.417004,6955890583.1556225
472,2023-04-12,80526255295.43082,32413088278.6763,6903395843.472705
473,2023-04-13,80667591426.44553,32038453660.274147,6796435631.789585
474,2023-04-14,80886569881.39658,31978840380.671074,6724821515.676877
475,2023-04-15,80869263894.07669,31857257937.146603,6689017524.531111
476,2023-04-16,80993005658.63786,31807237206.201717,6683730585.616289
477,2023-04-17,80983997260.14981,31843395207.8549,6685883363.610833
478,2023-04-18,81022519469.1722,31631776001.961037,6658135176.967829
479,2023-04-19,81124243453.9212,31381919831.94756,6645871038.313681
480,2023-04-20,81576461707.21233,31274020648.841957,6630252869.758566
481,2023-04-21,81432223467.57095,30998429491.40062,6586834047.719569
482,2023-04-22,81482240781.84691,30781229059.505554,6449795180.384699
483,2023-04-23,81601259475.5642,30800816722.500923,6457860855.065777
484,2023-04-24,81498022564.96622,30832016787.39291,6448356541.797839
485,2023-04-25,81561952839.31276,30724101062.37138,6411568971.119797
486,2023-04-26,81650664075.8101,30730506420.444515,6357991255.525873
487,2023-04-27,81618274278.07602,30761326833.907978,6305579620.484714
488,2023-04-28,81714368057.79353,30558401325.1373,6286013514.008459
489,2023-04-29,81713940555.01346,30505673945.39797,6203106264.1526
490,2023-04-30,81811659037.79712,30517472541.595715,6201585475.718694
491,2023-05-01,81834959453.01086,30507262544.36261,6203190376.651333
492,2023-05-02,81873049553.9293,30401590450.83233,6160006331.1889
493,2023-05-03,81882894005.45645,30203709587.32493,6091775326.002118
494,2023-05-04,81989333426.1504,30115550078.53332,5981155021.678382
495,2023-05-05,82166156610.54845,30144375003.0308,5980595024.838362
496,2023-05-06,82151905581.7886,30384207596.065964,5966908409.4820175
497,2023-05-07,82239351555.02676,30369654736.304386,5967916059.019455
498,2023-05-08,81979806768.98271,30342574924.223297,5949909631.819847
499,2023-05-09,82444600542.1588,30258663502.886784,5865864817.795851
500,2023-05-10,82501557251.18872,30150202928.5899,5793970073.698181
501,2023-05-11,82565452645.59608,30071349958.650494,5764214556.476236
502,2023-05-12,82667039654.89803,30028195165.394493,5720830514.766939
503,2023-05-13,82799743141.6915,29970051657.65548,5623287222.0961075
504,2023-05-14,83088864855.27592,30054743760.1431,5624406893.917293
505,2023-05-15,82795486682.09766,29949809797.955868,5614787864.786945
506,2023-05-16,82803772135.3671,29792036476.606792,5555550324.235403
507,2023-05-17,82847420820.40103,29675758792.694435,5554534854.894852
508,2023-05-18,82854296237.72488,29503039585.88648,5545583640.928739
509,2023-05-19,82877902315.1606,29610494624.30023,5547200109.400375
510,2023-05-20,82912724184.7996,29557752770.39938,5504557343.833765
511,2023-05-21,82935921774.5457,29562931910.4622,5502486250.430752
512,2023-05-22,82951150480.0993,29549991311.204956,5500978905.329476
513,2023-05-23,82986871465.61473,29438095224.899315,5461748350.388312
514,2023-05-24,83010344061.6914,29253725552.836655,5395162015.592348
515,2023-05-25,83087445100.9739,29158132296.314457,5332960084.158334
516,2023-05-26,83050428815.98918,29054615189.654472,5304361255.764123
517,2023-05-27,83125090385.81488,29083852842.00089,5277390107.405841
518,2023-05-28,83115259981.77856,29022835526.647552,5272019532.976589
519,2023-05-29,83238961008.24347,29066405755.75405,5284784730.352082
520,2023-05-30,83179557093.94339,29069645464.113674,5274378427.452826
521,2023-05-31,83178632658.51576,28960554486.80142,5249968904.599634
522,2023-06-01,83259425002.24538,28891039554.887623,5199376188.568962
523,2023-06-02,83245325860.45761,28986656756.103634,5175130922.434588
524,2023-06-03,83185392884.92227,28901643507.646492,5151331312.138365
525,2023-06-04,83181185644.95522,28904346978.98627,5150975284.46597
526,2023-06-05,83202873665.42276,28974952277.55395,5149305769.576564
527,2023-06-06,83214677269.12456,28799050860.37079,5096349069.84283
528,2023-06-07,83215224249.20848,28646537274.676197,4997194499.578388
529,2023-06-08,83294694375.8993,28513773615.11894,4898427855.167426
530,2023-06-09,83314341457.23004,28430725357.04456,4858702100.921108
531,2023-06-10,83340103621.55147,28327046011.803207,4778465560.745399
532,2023-06-11,83392178490.08475,28357858207.583122,4779455725.933479
533,2023-06-12,83421999682.59865,28383743133.902813,4778847069.238785
534,2023-06-13,83412876219.14725,28303353138.909637,4619071466.593087
535,2023-06-14,83477452867.17456,28178562862.335552,4578994624.189096
536,2023-06-15,83520295613.2809,28095230727.300552,4508001163.964366
537,2023-06-16,83531769676.53441,28219492680.705715,4340707514.359496
538,2023-06-17,83512114862.29964,28340122293.95411,4296509452.015198
539,2023-06-18,83510630760.90634,28337781547.42707,4295216965.444097
540,2023-06-19,83130615716.81691,28345755930.424026,4296486683.845434
541,2023-06-20,83176269486.24306,28459798311.698105,4297412673.256367
542,2023-06-21,83135121982.19963,28523107198.60465,4283344761.9601045
543,2023-06-22,83170086674.34586,28460264104.522892,4263050944.6904407
544,2023-06-23,83172721039.26547,28483323820.18587,4243849995.9346943
545,2023-06-24,83349230026.90846,28467230856.648407,4248306068.8307576
546,2023-06-25,83310443944.22711,28474568747.89871,4241550201.849021
547,2023-06-26,83241756372.50633,28458880892.982502,4246500085.038202
548,2023-06-27,83129801763.55685,28371551696.06862,4212048247.1846504
549,2023-06-28,83283881739.39743,28225577858.940304,4191804645.2374945
550,2023-06-29,83317728409.27911,28123528987.23448,4166739559.3889484
551,2023-06-30,83395956301.867,27953686257.36123,4140093166.013775
552,2023-07-01,83284621552.31244,27367221915.429714,4131128241.124536
553,2023-07-02,83335613301.6225,27391541347.359585,4132649540.2399864
554,2023-07-03,83275413162.65305,27389450379.401768,4130194167.659789
555,2023-07-04,83340559709.13902,27689207015.42962,4128076659.163208
556,2023-07-05,83379982352.33514,27754724322.122437,4125511374.3333316
557,2023-07-06,83318318450.32018,27662665651.91526,4098554085.1179686
558,2023-07-07,83485321161.53781,27577560159.376625,4063144961.013507
559,2023-07-08,83361580540.12299,27490882353.583122,4045898707.682448
560,2023-07-09,83400094970.38133,27520618446.83723,4048773034.7644944
561,2023-07-10,83401941911.69394,27497914255.73119,4048269865.3371263
562,2023-07-11,83357075149.29001,27383207895.857414,4027872726.8990545
563,2023-07-12,83401280506.39957,27372801556.991467,3998433942.742566
564,2023-07-13,83403277912.52115,27274501888.459175,3994705387.675951
565,2023-07-14,83325381227.48358,27379899146.055225,3977718992.139237
566,2023-07-15,83642019367.73041,27253533176.869637,3967496089.7394204
567,2023-07-16,83663934660.37202,27284376844.53866,3969475194.770562
568,2023-07-17,83509799726.48723,27220350352.65345,3963790965.5110106
569,2023-07-18,83743480630.29497,27030808524.69555,3924086417.213998
570,2023-07-19,83790732854.88849,27005085335.15107,3888470099.32127
571,2023-07-20,83734085145.09355,26981643197.491493,3882130010.7542768
572,2023-07-21,83839342615.98102,26923508798.08315,3857738154.4642735
573,2023-07-22,83784332315.95091,26853748455.589447,3849176182.792129
574,2023-07-23,83804674505.69337,26847685807.49093,3852956075.8358793
575,2023-07-24,83755687819.48451,26846574717.002853,3851273393.186586
576,2023-07-25,83792795551.98889,26698348903.09884,3818367301.588061
577,2023-07-26,83790318776.21411,26681213248.21077,3794812602.786387
578,2023-07-27,83895071911.8851,26602988139.91223,3777654142.330166
579,2023-07-28,83781752304.07178,26578209753.918907,3739365987.233806
580,2023-07-29,83827866970.28653,26547001183.58221,3703602853.8691907
581,2023-07-30,83822465176.84192,26545084511.690792,3704739669.861654
582,2023-07-31,83823744370.67871,26538644794.60743,3708764570.276847
583,2023-08-01,83791388839.53244,26489110610.04625,3668239670.118111
584,2023-08-02,83816313473.61049,26320268337.86453,3625474042.3641777
585,2023-08-03,83888527906.0555,26193856239.252094,3538937262.010098
586,2023-08-04,83841060938.9211,26094832146.331715,3495960847.9322786
587,2023-08-05,83719693334.73195,26032430433.790546,3426023082.064194
588,2023-08-06,83816979241.18967,26040360466.607174,3417116501.473985
589,2023-08-07,83751692193.03862,26043142435.79638,3414958068.5806746
590,2023-08-08,83464564710.04935,26135117669.341965,3395118304.396523
591,2023-08-09,83534670798.40623,26308031420.31453,3395543128.2411556
592,2023-08-10,83496944483.02469,26284261152.72976,3391460966.9147196
593,2023-08-11,83445632345.53148,26152601233.99182,3380795156.708855
594,2023-08-12,83313809612.89717,26116498500.47991,3371769026.333961
595,2023-08-13,83355420569.70955,26161944529.388718,3371366634.3943605
596,2023-08-14,83303287526.81169,26180583371.681644,3369387146.131501
597,2023-08-15,83323482665.83325,26004359971.61167,3357144658.6799836
598,2023-08-16,83089141821.30199,26032843936.259975,3336755407.4440064
599,2023-08-17,83061154615.96309,26085565901.880783,3302040513.5017614
600,2023-08-18,82404783281.48492,26011723418.08697,3271089559.4447308
601,2023-08-19,82846348503.31053,25990994493.248333,3245755750.014512
602,2023-08-20,82827386555.77365,25986054890.886066,3242243424.8744206
603,2023-08-21,82764346526.22603,25989247153.045475,3240040424.781133
604,2023-08-22,82809847575.73654,25976853369.848312,3213384371.187875
605,2023-08-23,82886695209.7922,25945490919.80476,3198997552.875876
606,2023-08-24,82864808775.04936,25984996124.790012,3187400627.9305286
607,2023-08-25,82792442087.2895,25893306039.472023,3175955893.6260977
608,2023-08-26,82820074363.93916,25954981302.764843,3145720062.3009224
609,2023-08-27,82787056266.82603,26011880203.37813,3144982473.075535
610,2023-08-28,82810342708.0487,26039627185.448215,3145147982.9488945
611,2023-08-29,82839021147.29135,26044969399.517567,3113040571.8520565
612,2023-08-30,82842798968.823,26236003965.559715,3104543031.3813777
613,2023-08-31,82830657293.57698,26144886649.015316,3072978716.0489774
614,2023-09-01,82859256820.49013,26180791288.094017,2972583336.069528
615,2023-09-02,82873208039.98825,26162323687.851414,2888692650.68479
616,2023-09-03,82890642638.24115,26151762539.142956,2865052093.3447394
617,2023-09-04,82840079833.3502,26197777494.003235,2842604259.0973706
618,2023-09-05,82762724711.13287,26088723898.92023,2842652317.90057
619,2023-09-06,82836564032.4432,26023804217.43841,2742070758.701193
620,2023-09-07,82872091764.68895,26079440198.89429,2678218855.0382338
621,2023-09-08,82848340323.02254,25966326353.015133,2618340446.4093666
622,2023-09-09,82994464811.03418,26103592135.44802,2590755066.673344
623,2023-09-10,82979370479.77487,26124853805.98471,2590306313.0838504
624,2023-09-11,82989331119.54132,26175966421.456493,2583978981.7453423
625,2023-09-12,82963209450.55505,26065403370.223778,2540439882.198649
626,2023-09-13,83082929863.57187,26215663913.467136,2529724757.9535594
627,2023-09-14,83059791981.38634,26221834025.038273,2515662591.945887
628,2023-09-15,83052483552.6998,26139507498.83996,2500107202.7787976
629,2023-09-16,83007465778.7753,26087551766.339985,2485799158.696578
630,2023-09-17,83054852766.11803,26151982760.039,2491789141.309511
631,2023-09-18,83068058627.53192,26176194877.069077,2492194996.4743443
632,2023-09-19,83094733747.16682,26120587799.710514,2471899033.4904003
633,2023-09-20,83176788712.96616,26004718525.38461,2459326938.2250915
634,2023-09-21,83200799692.07854,25965333602.903584,2437642411.963347
635,2023-09-22,83189667143.01106,25782866103.730743,2404401900.2360024
636,2023-09-23,83212195829.16446,25748181806.361767,2381906382.8853455
637,2023-09-24,83210015223.57744,25769013759.58378,2381881473.5690618
638,2023-09-25,83212248384.21696,25772018333.618828,2381666512.3279557
639,2023-09-26,83169840527.08276,25671257667.887608,2343546464.6211815
640,2023-09-27,83161369320.4459,25606528757.866287,2304970183.3790507
641,2023-09-28,83193672937.38235,25482805598.33604,2279310412.8406105
642,2023-09-29,83267423241.87346,25579070003.70084,2265918936.708535
643,2023-09-30,83267971094.07365,25054612501.403458,2259983087.541136
644,2023-10-01,83258001884.50362,25109326927.38972,2259184792.478329
645,2023-10-02,83251476137.94423,25169346026.698467,2259069355.096166
646,2023-10-03,83273336895.26823,25337546387.362267,2259314799.992872
647,2023-10-04,83352369985.82991,25301297057.58337,2245515483.038849
648,2023-10-05,83356125474.97917,25223334165.919975,2238995413.1684885
649,2023-10-06,83359091468.14685,25212207517.18529,2227046513.9804235
650,2023-10-07,83413565108.54599,25496505235.89417,2214460651.1742816
651,2023-10-08,83525460690.77596,25538082195.982513,2214625987.460677
652,2023-10-09,83516000504.2307,25568023260.294346,2215927304.801208
653,2023-10-10,83524066604.36577,25508087590.759346,2202497757.889537
654,2023-10-11,83483900707.36946,25378591457.219128,2145364370.730709
655,2023-10-12,83499673027.41563,25240293496.814953,2144281840.6428335
656,2023-10-13,83483796073.20642,25095845456.891354,2136956862.5765233
657,2023-10-14,83498697221.22173,25094006156.996532,2124249306.6945522
658,2023-10-15,83532889783.10246,25134530786.982433,2124595687.1751328
659,2023-10-16,83559393903.24854,25170230880.28926,2124843763.7558744
660,2023-10-17,83577695008.47903,25251308999.16886,2109914706.5893126
661,2023-10-18,83610268590.54527,25297505584.71008,2108106408.8346481
662,2023-10-19,83694671690.04245,25364965109.563015,2104389854.2181437
663,2023-10-20,83882616971.8118,25498367891.23766,2095198543.5491629
664,2023-10-21,83967018889.96411,25535510780.116554,2094320859.2305446
665,2023-10-22,84189037781.89873,25591119614.64856,2092727402.0188723
666,2023-10-23,84215958770.63538,25560733459.651936,2095735675.758137
667,2023-10-24,84294092789.52823,25480966000.63172,2087968190.3129508
668,2023-10-25,84345202670.72981,25096183294.438423,2079477175.7358942
669,2023-10-26,84259856520.10495,25167836259.603775,2079341539.9426115
670,2023-10-27,84406796218.82835,25084770499.144226,2063177045.2899787
671,2023-10-28,84477164194.58943,24982986543.48889,2061003483.241402
672,2023-10-29,84563580454.19505,24989725023.493893,2058942046.132994
673,2023-10-30,84549233823.18846,25090218770.02984,2059019068.3847508
674,2023-10-31,84560721447.30846,24933126459.845863,2025511348.1896138
675,2023-11-01,84693605222.46228,24741908093.14662,2007384966.9720397
676,2023-11-02,84862316815.83162,24758799496.413044,1998774212.1889632
677,2023-11-03,84913239127.19864,24502658943.57826,1950895048.7918396
678,2023-11-04,85256843614.72348,24526366327.74381,1897542580.570585
679,2023-11-05,85448432838.82634,24584454813.30511,1898070443.9941537
680,2023-11-06,85387153373.57904,24600168083.711346,1894175697.6262982
681,2023-11-07,85371206042.47902,24431902675.71829,1890614909.2400925
682,2023-11-08,85731510405.70334,24411577367.45633,1884468553.5787644
683,2023-11-09,85850353482.25122,24294542586.903748,1882835695.3162322
684,2023-11-10,86220797904.93394,24159633061.116825,1883892096.1892152
685,2023-11-11,86576842243.3467,24158775863.049744,1882314855.6270432
686,2023-11-12,86670329265.5761,24249243007.32187,1871088649.4669557
687,2023-11-13,86893346050.39153,24223270132.200794,1880371813.3372521
688,2023-11-14,86852876182.05913,24042154027.05544,1863775826.8506205
689,2023-11-15,87069254488.00314,23864694246.187305,1849711901.7699232
690,2023-11-16,87330293256.90219,24120206460.06144,1847220235.343469
691,2023-11-17,87433708811.30647,24201135257.05874,1836066061.8143535
692,2023-11-18,87575507814.81499,24378821057.99755,1808552294.0674608
693,2023-11-19,87745529028.2199,24420316630.99237,1808188181.683049
694,2023-11-20,87719871443.19617,24441076129.832485,1803561569.837097
695,2023-11-21,87738748115.10922,24500421249.56664,1796246105.6048849
696,2023-11-22,87923200610.43375,24421879025.45158,1781122588.72486
697,2023-11-23,88395010860.2725,24409910339.213036,1752533848.7784965
698,2023-11-24,88521918320.8052,24439184226.043747,1751236730.6762137
699,2023-11-25,88586091086.36794,24707898245.71678,1740969472.196168
700,2023-11-26,88779808674.98494,24726023156.38283,1741915350.518796
701,2023-11-27,88746412388.52766,24655503697.713364,1740245165.2847178
702,2023-11-28,88794083114.61061,24437977232.68942,1705083951.098988
703,2023-11-29,88902002105.36464,24520971014.615322,1691798052.9843001
704,2023-11-30,89084951252.75563,24430396390.51601,1686667437.001579
705,2023-12-01,89288339819.9511,24507375575.713345,1666487789.421386
706,2023-12-02,89384249584.62776,24560261404.063313,1657993432.1153586
707,2023-12-03,89567299871.82498,24554766694.920906,1652700927.1654484
708,2023-12-04,89672338130.95718,24515071928.781155,1654691220.469623
709,2023-12-05,89712226019.01518,24400386546.350307,1623369879.4479856
710,2023-12-06,89954651881.01256,24289183596.617332,1597799553.7897847
711,2023-12-07,89947739514.69337,24288530916.84322,1582160893.9789832
712,2023-12-08,90118570091.71358,24304813682.964424,1542108053.1011722
713,2023-12-09,90313892604.98276,24500076100.52974,1504505074.639563
714,2023-12-10,90697180084.94415,24572867657.291748,1506454281.131888
715,2023-12-11,90619185009.48459,24563202192.386852,1508197278.9870682
716,2023-12-12,90552653809.92912,24150529201.98002,1461586296.2806888
717,2023-12-13,90618504336.49426,24053290978.334587,1468359715.2235417
718,2023-12-14,90695509418.53244,24291303993.710564,1262096911.1503773
719,2023-12-15,90827525607.944,24498837555.20751,1257600752.0518854
720,2023-12-16,90736741067.09624,24599475290.698605,1204040074.5243094
721,2023-12-17,90854983802.11975,24674549913.833984,1203973109.5469856
722,2023-12-18,90872426679.6594,24604523838.266224,1203772701.6468034
723,2023-12-19,90931108068.30547,24714692366.748455,1191985014.9908948
724,2023-12-20,90960533050.72403,24753586584.127975,1016495218.7525842
725,2023-12-21,90953421967.0991,24901256244.57502,1014752072.9925368
726,2023-12-22,91062560834.52438,24782776096.01221,1015897991.6252917
727,2023-12-23,91196913161.69775,25060302354.99237,1013768584.1754333
728,2023-12-24,91288621400.19968,25066546913.49913,1015924628.7722878
729,2023-12-25,91321270663.5734,25090078779.52218,1012841098.7978059
